src_image,page,page_width,page_height,cc_image,x,y,w,h,aspect,m00,n20,n11,n02,n30,n21,n12,n03,i1,i2,i3,i4,i5,i6,i7,i8,z00,z01,z02,z10,z11,z12,z20,z21,z22
"image_0181.png",1,3400,4944,"c00926_x0357_y3771.tif",357,3771,21,73,1.438356e-01,6.470000e+02,3.294709e-02,-1.546780e-03,6.117808e-01,1.931316e-03,-8.579276e-04,8.317151e-02,1.246151e-02,6.447279e-01,3.350580e-01,6.152351e-02,7.377134e-03,4.217323e-04,-4.120372e-03,5.328276e-05,5.606026e-04,2.321429e-01,6.547619e-01,3.392857e-01,8.630952e-01,5.119048e-01,0.000000e+00,2.457143e-01,6.514286e-01,3.028571e-01
"image_0181.png",1,3400,4944,"c00927_x0748_y3771.tif",748,3771,24,73,1.643836e-01,6.230000e+02,4.055496e-02,2.821882e-02,6.710613e-01,3.701915e-03,8.130727e-03,1.031718e-01,-8.113250e-03,7.116163e-01,4.007235e-01,9.457843e-02,1.142198e-02,5.127038e-04,-7.201423e-03,3.986283e-05,3.234925e-04,2.656250e-01,5.885417e-01,1.614583e-01,8.437500e-01,2.864583e-01,0.000000e+00,1.850000e-01,5.800000e-01,2.900000e-01
"image_0181.png",1,3400,4944,"c00928_x1490_y3771.tif",1490,3771,22,72,1.527778e-01,5.950000e+02,4.014914e-02,3.056186e-02,6.729490e-01,3.891605e-03,8.987633e-03,1.019974e-01,-2.196201e-02,7.130981e-01,4.041718e-01,9.365836e-02,1.138081e-02,2.348117e-04,-7.156680e-03,-7.571310e-05,-5.318385e-04,3.333333e-01,6.071429e-01,1.770833e-01,9.464286e-01,2.797619e-01,0.000000e+00,2.023810e-01,6.071429e-01,3.177083e-01
"image_0181.png",1,3400,4944,"c00929_x2121_y3771.tif",2121,3771,22,73,1.506849e-01,6.180000e+02,3.779776e-02,3.720702e-02,6.515283e-01,-3.477559e-03,-1.124813e-02,-9.247147e-02,4.393074e-02,6.893260e-01,3.822026e-01,8.107482e-02,1.027437e-02,-1.235866e-04,-5.461282e-03,-1.929756e-04,-1.621783e-03,3.630952e-01,6.130952e-01,2.239583e-01,0.000000e+00,2.500000e-01,9.270833e-01,1.200000e-01,5.714286e-01,3.500000e-01
"image_0181.png",1,3400,4944,"c00930_x0468_y3772.tif",468,3772,23,75,1.533333e-01,7.180000e+02,3.574417e-02,1.712193e-02,6.059594e-01,-2.366530e-03,-4.425910e-03,-8.474345e-02,-9.371810e-04,6.417035e-01,3.263180e-01,6.358767e-02,7.616911e-03,3.182144e-04,-4.278480e-03,3.877503e-05,3.958237e-04,3.485714e-01,6.571429e-01,2.577778e-01,0.000000e+00,2.685714e-01,9.066667e-01,2.285714e-01,6.685714e-01,3.377778e-01
"image_0181.png",1,3400,4944,"c00931_x0816_y3773.tif",816,3773,22,72,1.527778e-01,6.300000e+02,3.651139e-02,3.120853e-02,6.333763e-01,-2.847447e-03,-9.028722e-03,-8.941222e-02,2.166960e-02,6.698877e-01,3.601436e-01,7.280855e-02,8.671637e-03,1.130361e-04,-5.130635e-03,-4.899776e-05,-4.354342e-04,3.750000e-01,6.369048e-01,2.135417e-01,0.000000e+00,3.035714e-01,8.958333e-01,1.607143e-01,6.488095e-01,3.125000e-01
"image_0181.png",1,3400,4944,"c00932_x1817_y3773.tif",1817,3773,17,35,2.428571e-01,3.430000e+02,3.124261e-02,1.458405e-02,3.290115e-01,-6.546654e-04,2.443794e-03,-5.420241e-03,-4.392927e-03,3.602541e-01,8.951708e-02,3.810085e-04,4.070361e-05,2.144680e-08,-9.167002e-06,1.435429e-09,4.008632e-06,5.454545e-01,9.272727e-01,3.636364e-01,2.000000e-01,1.000000e+00,3.766234e-01,4.000000e-01,9.846154e-01,5.384615e-01
"image_0181.png",1,3400,4944,"c00933_x1929_y3773.tif",1929,3773,17,35,2.428571e-01,3.520000e+02,3.191474e-02,8.308852e-03,3.159596e-01,-5.721481e-04,2.822990e-03,-7.380844e-03,-1.504453e-02,3.478743e-01,8.095762e-02,1.018166e-03,2.126162e-04,2.363591e-07,2.769122e-05,8.261386e-08,2.689302e-05,4.363636e-01,9.272727e-01,4.025974e-01,1.818182e-01,1.000000e+00,4.285714e-01,4.769231e-01,1.000000e+00,5.714286e-01
"image_0181.png",1,3400,4944,"c00934_x0607_y3774.tif",607,3774,44,60,3.666667e-01,1.015000e+03,1.596149e-01,-1.072317e-01,2.728257e-01,2.832140e-02,4.197935e-03,-4.769281e-02,6.937894e-02,4.324406e-01,5.881123e-02,3.260245e-02,5.788808e-03,2.135325e-05,1.181735e-03,3.662166e-05,3.789079e-04,4.035714e-01,5.321429e-01,6.375000e-01,6.107143e-01,2.607143e-01,3.593750e-01,6.678571e-01,1.071429e-02,0.000000e+00
"image_0181.png",1,3400,4944,"c00935_x1421_y3774.tif",1421,3774,49,61,4.016393e-01,1.028000e+03,1.467929e-01,-1.299053e-01,3.112388e-01,3.570452e-02,-1.182470e-02,-2.679844e-02,5.320980e-02,4.580317e-01,9.454397e-02,2.134401e-02,1.792045e-03,3.330891e-06,7.708576e-05,1.108161e-05,2.727997e-04,2.718750e-01,5.343750e-01,4.941176e-01,4.937500e-01,5.468750e-01,9.411765e-02,6.696429e-01,3.571429e-02,0.000000e+00
"image_0181.png",1,3400,4944,"c00936_x1929_y3775.tif",1929,3775,47,67,3.507463e-01,3.590000e+02,4.939222e-01,-7.191766e-01,1.063034e+00,-1.555584e-02,2.399878e-02,-3.669553e-02,5.570045e-02,1.556956e+00,2.392748e+00,9.201616e-03,9.082173e-03,-5.745386e-06,1.404092e-02,4.861028e-08,2.346815e-04,0.000000e+00,3.030303e-03,3.288770e-01,0.000000e+00,2.757576e-01,4.010695e-02,3.333333e-01,4.057971e-02,0.000000e+00
"image_0181.png",1,3400,4944,"c00937_x1817_y3776.tif",1817,3776,47,66,3.560606e-01,3.720000e+02,4.600405e-01,-6.692522e-01,9.899846e-01,-3.296264e-03,1.405350e-03,2.219692e-03,-8.476156e-03,1.450025e+00,2.072435e+00,2.602009e-04,5.115530e-05,2.928679e-09,5.503010e-06,5.308220e-09,3.671852e-05,0.000000e+00,3.030303e-03,3.262032e-01,3.030303e-03,3.242424e-01,2.941176e-02,3.636364e-01,3.030303e-02,0.000000e+00
"image_0181.png",1,3400,4944,"c00938_x0390_y3778.tif",390,3778,30,60,2.500000e-01,7.870000e+02,3.533234e-02,2.512876e-02,4.754646e-01,1.500405e-03,1.071230e-02,-7.653138e-03,-4.878793e-02,5.107970e-01,1.962423e-01,7.147112e-03,1.487609e-03,5.549685e-06,6.449690e-04,9.022669e-07,6.763020e-05,3.600000e-01,9.100000e-01,0.000000e+00,1.500000e-01,8.950000e-01,0.000000e+00,4.050000e-01,9.200000e-01,2.950000e-01
"image_0181.png",1,3400,4944,"c00939_x0425_y3780.tif",425,3780,40,61,3.278689e-01,1.152000e+03,9.521116e-02,1.157463e-02,2.917962e-01,6.623249e-04,8.753073e-03,-3.847742e-03,-1.791305e-02,3.870073e-01,3.918155e-02,2.100164e-03,9.405200e-05,7.647055e-08,1.585068e-05,2.801293e-08,4.882300e-06,5.269231e-01,5.076923e-01,3.321429e-01,3.653846e-01,3.884615e-01,4.714286e-01,6.666667e-01,3.369963e-01,6.394558e-01
