src_image,page,page_width,page_height,cc_image,x,y,w,h,aspect,m00,n20,n11,n02,n30,n21,n12,n03,i1,i2,i3,i4,i5,i6,i7,i8
"image_0167.png",1,3400,4944,"c00149_x1901_y1543.tif",1901,1543,20,73,1.369863e-01,6.100000e+02,3.438727e-02,1.289138e-02,6.964929e-01,2.570067e-03,2.851939e-03,9.528080e-02,1.190815e-02,7.308801e-01,4.390486e-01,8.025445e-02,9.792652e-03,6.886018e-04,-6.120801e-03,1.162629e-04,1.076895e-03
"image_0167.png",1,3400,4944,"c00150_x2244_y1543.tif",2244,1543,36,33,5.416667e-01,5.060000e+02,1.909105e-01,-3.647410e-02,1.686571e-01,3.930618e-02,-3.174163e-02,-1.736959e-02,5.644699e-03,3.595676e-01,5.816651e-03,1.853137e-02,1.162263e-03,2.145391e-06,7.907537e-05,5.275424e-06,2.002838e-05
"image_0167.png",1,3400,4944,"c00151_x2541_y1543.tif",2541,1543,27,39,3.461538e-01,2.280000e+02,2.086927e-01,-3.078872e-01,4.875882e-01,-1.377888e-02,2.672114e-02,-4.638512e-02,7.408686e-02,6.962809e-01,4.569607e-01,1.575619e-02,1.378196e-02,-9.511585e-06,9.294045e-03,1.014644e-06,3.228609e-04
"image_0167.png",1,3400,4944,"c00152_x1664_y1544.tif",1664,1544,36,34,5.277778e-01,5.150000e+02,1.842522e-01,-3.474919e-02,1.592995e-01,3.586769e-02,-2.802173e-02,-1.650195e-02,6.008062e-03,3.435517e-01,5.452658e-03,1.540183e-02,8.596334e-04,1.343848e-06,5.652179e-05,3.085476e-06,1.444503e-05
"image_0167.png",1,3400,4944,"c00153_x1591_y1545.tif",1591,1545,43,33,6.162791e-01,5.960000e+02,1.875112e-01,-2.205021e-02,1.342809e-01,-2.600563e-04,-1.641733e-02,1.132439e-03,3.049988e-02,3.217921e-01,4.778316e-03,6.373737e-03,1.990791e-04,2.297439e-07,-1.159961e-05,3.124367e-08,3.702220e-06
"image_0167.png",1,3400,4944,"c00154_x2286_y1545.tif",2286,1545,36,11,8.472222e-01,2.950000e+02,3.289273e-01,-2.309876e-05,2.115324e-02,1.056255e-02,-7.854885e-04,-7.289151e-04,-1.362560e-04,3.500806e-01,9.472490e-02,1.674739e-04,9.754998e-05,1.243392e-08,2.950122e-05,1.343581e-09,2.787481e-06
"image_0167.png",1,3400,4944,"c00155_x2435_y1545.tif",2435,1545,52,61,4.262295e-01,9.620000e+02,2.187756e-01,-1.314555e-01,4.144424e-01,1.232557e-01,-7.932428e-02,-3.427913e-03,9.722353e-02,6.332180e-01,1.074076e-01,1.301894e-01,1.467908e-02,-4.490914e-04,-3.874627e-03,-6.403205e-04,-1.425741e-03
"image_0167.png",1,3400,4944,"c00156_x1409_y1546.tif",1409,1546,23,73,1.575342e-01,6.310000e+02,3.960629e-02,4.742490e-02,6.396759e-01,-4.123704e-03,-1.292570e-02,-8.991939e-02,5.148133e-02,6.792822e-01,3.690801e-01,7.870825e-02,1.033064e-02,-1.973664e-04,-5.102883e-03,-2.192950e-04,-1.826855e-03
"image_0167.png",1,3400,4944,"c00157_x1298_y1547.tif",1298,1547,17,35,2.428571e-01,3.390000e+02,3.028172e-02,1.158518e-02,3.186976e-01,-3.860554e-04,3.859627e-03,-7.153242e-03,-1.887589e-02,3.489793e-01,8.372057e-02,1.371593e-03,2.823291e-04,3.390380e-07,5.388683e-05,1.248766e-07,3.069835e-05
"image_0167.png",1,3400,4944,"c00158_x1572_y1547.tif",1572,1547,19,31,3.064516e-01,3.730000e+02,4.676779e-02,2.462977e-02,2.037026e-01,2.094039e-03,2.537432e-03,-2.133888e-03,-1.522908e-02,2.504704e-01,2.705505e-02,5.939053e-04,1.610794e-04,4.700039e-08,2.532830e-05,-1.692777e-08,-3.887901e-06
